iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,field_cd_name
417,2.0,Female,3,1,16,8,8,8.0,8,1,422.0,1,0.71,1,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,1,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,2.0,29.0,Psychology,3.0,University of Heidelberg,,,Caucasian_American,1.0,1.0,Greece/Germany,,,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,5.0,,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,7.0,8.0,4.0,8.0,8.0,7.0,8.0,8.0,4.0,8.0,1,6.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,2.0,3.0,15.0,15.0,15.0,15.0,10.0,30.0,7.0,9.0,8.0,6.0,9.0,7.0,1.0,1.0,20.0,15.0,15.0,10.0,10.0,20.0,20.0,15.0,15.0,10.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,30.0,7.0,9.0,8.0,4.0,9.0,7.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science/Psychologist
418,3.0,Female,5,1,16,8,6,6.0,6,1,422.0,0,0.44,0,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,1,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,2.0,25.0,Law,1.0,Cornell University,"1,360.00","26,062.00",Asian_American,7.0,3.0,New York,"11,040","52,586.00",6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,5.0,,15.0,25.0,20.0,15.0,10.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,7.0,9.0,7.0,8.0,5.0,7.0,9.0,8.0,7.0,5.0,0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,5.0,2.0,0.0,20.0,25.0,20.0,15.0,15.0,15.0,7.0,8.0,7.0,7.0,5.0,7.0,3.0,1.0,20.0,25.0,20.0,15.0,5.0,15.0,15.0,25.0,20.0,15.0,10.0,15.0,25.0,20.0,15.0,15.0,10.0,15.0,25.0,20.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0,5.0,0.0,0.0,0.0,,,20.0,20.0,20.0,15.0,10.0,15.0,20.0,25.0,20.0,10.0,15.0,10.0,25.0,15.0,15.0,15.0,10.0,20.0,25.0,20.0,15.0,15.0,10.0,15.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,Law
419,4.0,Female,7,1,16,8,4,4.0,4,1,422.0,1,0.4,1,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,1,8.0,9.0,9.0,7.0,9.0,7.0,7.0,8.0,2.0,28.0,Social Work,11.0,Bennington College,"1,191.00","25,000.00",Caucasian_American,0.0,1.0,Colorado,"80,220","29,236.00",4.0,2.0,1.0,Social Work Policy,11.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0,5.0,,5.0,30.0,20.0,10.0,5.0,30.0,50.0,5.0,10.0,20.0,5.0,10.0,50.0,10.0,5.0,10.0,5.0,20.0,9.0,8.0,5.0,9.0,3.0,8.0,8.0,9.0,3.0,8.0,1,4.0,7.0,6.0,6.0,5.0,8.0,6.0,8.0,2.0,3.0,20.0,20.0,20.0,10.0,5.0,25.0,8.0,8.0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social work
420,5.0,Female,9,1,16,8,3,3.0,3,1,422.0,1,0.72,1,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,1,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,2.0,22.0,Social Work,11.0,Notre Dame,"1,360.00","24,497.00",Caucasian_American,1.0,1.0,Indiana,"47,920","31,486.00",5.0,4.0,2.0,Social Worker,11.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,5.0,,10.0,10.0,40.0,10.0,15.0,15.0,25.0,10.0,10.0,15.0,25.0,15.0,35.0,5.0,15.0,25.0,5.0,15.0,8.0,9.0,7.0,10.0,7.0,8.0,8.0,10.0,9.0,9.0,1,10.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,2.0,2.0,10.0,10.0,40.0,15.0,10.0,15.0,8.0,9.0,10.0,8.0,9.0,8.0,3.0,3.0,15.0,20.0,30.0,10.0,15.0,10.0,10.0,15.0,40.0,10.0,10.0,15.0,25.0,15.0,10.0,15.0,20.0,15.0,30.0,10.0,15.0,25.0,10.0,10.0,8.0,9.0,10.0,8.0,9.0,8.0,10.0,9.0,7.0,9.0,0.0,2.0,1.0,1.0,,10.0,20.0,25.0,15.0,15.0,15.0,25.0,15.0,15.0,10.0,15.0,20.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,8.0,9.0,Social work
421,6.0,Female,11,1,16,8,1,1.0,1,1,422.0,0,0.13,0,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,0,9.0,8.0,8.0,7.0,,7.0,7.0,7.0,2.0,25.0,Social Work,11.0,CSUN,914.00,"9,790.00",Asian_American,5.0,5.0,California,"91,011","78,704.00",1.0,4.0,3.0,Social Worker,11.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,,20.0,10.0,30.0,20.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,1,6.0,9.0,8.0,8.0,9.0,1.0,7.0,6.0,2.0,2.0,20.0,15.0,30.0,10.0,15.0,10.0,7.0,7.0,6.0,7.0,7.0,5.0,3.0,3.0,,,,,,,20.0,15.0,30.0,15.0,15.0,5.0,30.0,20.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0.0,1.0,0.0,,,20.0,10.0,30.0,5.0,30.0,5.0,30.0,15.0,30.0,5.0,15.0,5.0,30.0,10.0,20.0,10.0,20.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,Social work
422,1.0,Male,2,1,16,6,2,1.0,2,1,416.0,1,0.47,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,6.0,7.0,6.0,8.0,7.0,4.0,5.0,5.0,2.0,26.0,Fundraising Management,8.0,Yeshiva University,,"14,600.00",Caucasian_American,6.0,7.0,Florida,"33,021","31,632.00",2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,,30.0,25.0,20.0,10.0,10.0,5.0,45.0,5.0,10.0,20.0,10.0,10.0,30.0,20.0,15.0,15.0,15.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,1,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,2.0,4.0,30.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,8.0,7.0,8.0,7.0,3.0,1.0,30.0,25.0,10.0,5.0,10.0,15.0,30.0,25.0,15.0,10.0,15.0,5.0,30.0,20.0,10.0,15.0,15.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,8.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
423,2.0,Male,4,1,16,6,2,8.0,3,1,416.0,1,0.34,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,7.0,5.0,7.0,8.0,7.0,5.0,5.0,5.0,2.0,30.0,Business,8.0,Yale,"1,450.00","26,100.00",Caucasian_American,1.0,1.0,Canada,,,2.0,4.0,1.0,Money Management,7.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,6.0,,30.0,20.0,30.0,10.0,5.0,5.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,10.0,20.0,10.0,35.0,5.0,7.0,9.0,8.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,1,6.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,3.0,30.0,10.0,20.0,10.0,20.0,10.0,8.0,8.0,9.0,8.0,9.0,6.0,1.0,1.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0,20.0,10.0,30.0,10.0,20.0,10.0,7.0,7.0,9.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
424,3.0,Male,6,1,16,6,2,5.0,4,1,416.0,1,-0.13,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,6.0,7.0,8.0,7.0,6.0,6.0,5.0,5.0,2.0,24.0,Biomedical Engineering,5.0,"Bombay, India",,,Asian_American,4.0,4.0,TN,0,,2.0,6.0,3.0,Research,2.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,6.0,,17.0,16.0,17.0,17.0,17.0,16.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,1,9.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,2.0,2.0,16.0,16.0,16.0,20.0,16.0,16.0,7.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
425,4.0,Male,8,1,16,6,2,2.0,1,1,416.0,0,0.42,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,0,3.0,5.0,7.0,4.0,8.0,2.0,3.0,5.0,2.0,28.0,Business (Finance & Marketing),8.0,Cornell University,"1,360.00","26,062.00",Caucasian_American,3.0,7.0,"New York, NY","20,854","106,663.00",2.0,4.0,2.0,General Management,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,,16.0,25.0,20.0,12.0,12.0,15.0,25.0,19.0,10.0,20.0,6.0,20.0,10.0,25.0,20.0,10.0,20.0,15.0,6.0,9.0,6.0,9.0,9.0,6.0,9.0,8.0,5.0,6.0,1,5.0,8.0,9.0,8.0,7.0,6.0,8.0,6.0,2.0,2.0,17.0,20.0,18.0,16.0,13.0,16.0,7.0,9.0,9.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
426,5.0,Male,10,1,16,6,2,7.0,3,1,416.0,1,0.55,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,5.0,4.0,7.0,7.0,7.0,4.0,4.0,5.0,2.0,24.0,MBA,8.0,John Hopkins,"1,410.00","26,720.00",Caucasian_American,4.0,7.0,New Jersey,"7,410",,2.0,2.0,1.0,Lobbyist,13.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,7.0,,25.0,7.0,35.0,20.0,8.0,5.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,3.0,40.0,4.0,20.0,3.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,10.0,6.0,8.0,1,8.0,6.0,5.0,8.0,5.0,8.0,8.0,7.0,2.0,2.0,25.0,7.0,35.0,15.0,8.0,7.0,8.0,7.0,10.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
427,6.0,Male,12,1,16,6,2,4.0,5,1,416.0,0,0.51,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,2.0,28.0,International Affairs,13.0,UCSB,"1,200.00","14,915.00",Caucasian_American,1.0,1.0,California,"90,272","84,043.00",1.0,7.0,3.0,Energy,15.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,6.0,,20.0,20.0,20.0,20.0,20.0,20.0,25.0,10.0,10.0,25.0,20.0,10.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,10.0,8.0,7.0,9.0,8.0,10.0,8.0,9.0,9.0,0,5.0,7.0,8.0,6.0,8.0,5.0,6.0,6.0,2.0,0.0,40.0,20.0,20.0,10.0,5.0,5.0,8.0,10.0,7.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
428,7.0,Male,13,1,16,6,2,6.0,4,1,416.0,1,0.41,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,5.0,7.0,8.0,7.0,8.0,6.0,5.0,5.0,2.0,27.0,MBA,8.0,University of Chicago,,"26,775.00",Asian_American,8.0,8.0,New York,"11,432","35,224.00",3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,,60.0,10.0,10.0,10.0,10.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,1,8.0,7.0,8.0,7.0,7.0,,7.0,5.0,2.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,7.0,3.0,1.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,12.0,12.0,12.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
429,8.0,Male,14,1,16,6,2,3.0,6,1,416.0,1,0.52,0,25.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,1,7.0,7.0,6.0,8.0,7.0,5.0,5.0,5.0,2.0,27.0,Business,8.0,Duquesne University,"1,080.00","17,478.00",Caucasian_American,1.0,1.0,"Pittsburgh, PA","15,146","36,381.00",2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,,55.0,10.0,15.0,15.0,5.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0,1,8.0,8.0,8.0,9.0,9.0,6.0,8.0,6.0,2.0,3.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,1.0,3.0,50.0,15.0,10.0,10.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,35.0,15.0,15.0,15.0,15.0,5.0,6.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,1.0,1.0,0.0,,,50.0,10.0,10.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,45.0,15.0,15.0,10.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,Business/Econ/Finances
430,1.0,Female,1,2,17,14,8,8.0,6,1,440.0,0,0.59,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,2.0,22.0,Elementary Education - Preservice,9.0,UC Irvine,,"15,260.00",Asian_American,3.0,10.0,California,"94,539","65,498.00",1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,0,8.0,7.0,9.0,9.0,8.0,5.0,7.0,2.0,2.0,0.0,10.0,25.0,10.0,20.0,15.0,20.0,5.0,8.0,5.0,9.0,8.0,4.0,1.0,2.0,10.0,25.0,10.0,25.0,10.0,20.0,10.0,25.0,15.0,20.0,10.0,20.0,20.0,20.0,15.0,25.0,10.0,10.0,25.0,25.0,10.0,25.0,10.0,5.0,5.0,8.0,5.0,9.0,8.0,5.0,9.0,6.0,9.0,9.0,0.0,0.0,0.0,,,10.0,25.0,15.0,20.0,10.0,20.0,10.0,30.0,10.0,15.0,10.0,25.0,20.0,20.0,10.0,25.0,15.0,10.0,20.0,20.0,15.0,20.0,15.0,10.0,5.0,8.0,5.0,9.0,7.0,6.0,9.0,7.0,9.0,8.0,"Education, Academia "
431,2.0,Female,3,2,17,14,9,9.0,7,1,440.0,0,0.45,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,4.0,4.0,7.0,4.0,8.0,2.0,4.0,5.0,2.0,27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,"8,100.00",Asian_American,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,0,7.0,8.0,9.0,7.0,9.0,3.0,6.0,5.0,2.0,2.0,15.0,15.0,25.0,15.0,15.0,15.0,7.0,10.0,9.0,8.0,10.0,7.0,1.0,3.0,16.0,17.0,17.0,16.0,17.0,17.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,18.0,16.0,16.0,18.0,20.0,20.0,20.0,13.0,13.0,14.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,"Education, Academia "
432,3.0,Female,5,2,17,14,11,11.0,9,1,440.0,0,0.03,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,7.0,7.0,8.0,5.0,7.0,2.0,7.0,4.0,2.0,28.0,Social Work,11.0,Oberlin College,"1,340.00","26,580.00",Caucasian_American,1.0,1.0,"Hastings-on-Hudson, NY","10,706","60,000.00",4.0,6.0,3.0,Social Worker,11.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,4.0,,15.0,30.0,30.0,10.0,10.0,5.0,20.0,0.0,25.0,15.0,25.0,15.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0,1,9.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,2.0,5.0,15.0,30.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,3.0,30.0,10.0,10.0,40.0,10.0,0.0,30.0,20.0,20.0,30.0,0.0,0.0,40.0,5.0,20.0,20.0,10.0,5.0,40.0,0.0,25.0,25.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social work
433,4.0,Female,7,2,17,14,3,3.0,1,1,440.0,0,0.11,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,6.0,9.0,8.0,9.0,8.0,8.0,4.0,5.0,7.0,30.0,MFA Writing,15.0,Saint Mary's College of California,"1,090.00","19,525.00",Other,3.0,3.0,Northern California,"93,257","22,669.00",2.0,6.0,3.0,Writer,6.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,7.0,8.0,5.0,8.0,6.0,8.0,6.0,7.0,0,8.0,7.0,7.0,5.0,5.0,7.0,6.0,5.0,2.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,7.0,7.0,6.0,5.0,6.0,1.0,2.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,20.0,20.0,25.0,5.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,25.0,5.0,20.0,25.0,5.0,20.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fine Arts/Arts Administration
434,5.0,Female,9,2,17,14,4,4.0,2,1,440.0,0,0.18,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,5.0,2.0,27.0,International Affairs,11.0,Bucknell University,"1,290.00","25,335.00",Caucasian_American,2.0,2.0,Maryland,"20,816","81,266.00",1.0,4.0,2.0,Trade Specialist,15.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,3.0,,30.0,15.0,15.0,30.0,0.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,25.0,0.0,15.0,7.0,7.0,8.0,6.0,4.0,8.0,7.0,7.0,8.0,4.0,0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,8.0,2.0,1.0,40.0,10.0,20.0,10.0,5.0,15.0,8.0,9.0,8.0,9.0,7.0,6.0,3.0,2.0,60.0,10.0,10.0,10.0,5.0,5.0,40.0,10.0,20.0,15.0,5.0,10.0,30.0,20.0,20.0,10.0,10.0,10.0,40.0,5.0,10.0,20.0,0.0,25.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,,50.0,5.0,20.0,10.0,5.0,10.0,70.0,0.0,10.0,10.0,0.0,10.0,40.0,20.0,10.0,10.0,5.0,15.0,60.0,0.0,15.0,10.0,0.0,15.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,7.0,Social work
435,6.0,Female,11,2,17,14,7,7.0,5,1,440.0,0,0.1,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,10.0,8.0,3.0,10.0,10.0,5.0,8.0,10.0,2.0,22.0,Law,1.0,Rutgers University - New Brunswick,"1,188.00","11,311.00",African American,1.0,1.0,New Jersey,"7,726",,1.0,7.0,2.0,Lawyer,1.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,5.0,,25.0,5.0,20.0,25.0,15.0,10.0,50.0,2.0,8.0,45.0,1.0,4.0,50.0,1.0,4.0,25.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,10.0,10.0,10.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,3.0,3.0,2.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,50.0,2.0,3.0,40.0,3.0,2.0,40.0,2.0,3.0,30.0,3.0,2.0,7.0,9.0,10.0,10.0,10.0,7.0,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
